zip,city,code,state
96538,FPO,AP,Armed Forces - Pacific
96539,FPO,AP,Armed Forces - Pacific
96540,FPO,AP,Armed Forces - Pacific
96542,APO,AP,Armed Forces - Pacific
96543,APO,AP,Armed Forces - Pacific
96546,APO,AP,Armed Forces - Pacific
96548,APO,AP,Armed Forces - Pacific
96549,APO,AP,Armed Forces - Pacific
96551,APO,AP,Armed Forces - Pacific
96552,APO,AP,Armed Forces - Pacific
96553,APO,AP,Armed Forces - Pacific
96554,APO,AP,Armed Forces - Pacific
96555,APO,AP,Armed Forces - Pacific
96557,APO,AP,Armed Forces - Pacific
96558,APO,AP,Armed Forces - Pacific
96595,FPO,AP,Armed Forces - Pacific
96601,FPO,AP,Armed Forces - Pacific
96602,FPO,AP,Armed Forces - Pacific
96603,FPO,AP,Armed Forces - Pacific
96604,FPO,AP,Armed Forces - Pacific
96605,FPO,AP,Armed Forces - Pacific
96606,FPO,AP,Armed Forces - Pacific
96607,FPO,AP,Armed Forces - Pacific
96608,FPO,AP,Armed Forces - Pacific
96609,FPO,AP,Armed Forces - Pacific
96610,FPO,AP,Armed Forces - Pacific
96612,FPO,AP,Armed Forces - Pacific
96614,FPO,AP,Armed Forces - Pacific
96615,FPO,AP,Armed Forces - Pacific
96616,FPO,AP,Armed Forces - Pacific
96617,FPO,AP,Armed Forces - Pacific
96618,FPO,AP,Armed Forces - Pacific
96620,FPO,AP,Armed Forces - Pacific
96621,FPO,AP,Armed Forces - Pacific
96622,FPO,AP,Armed Forces - Pacific
96623,FPO,AP,Armed Forces - Pacific
96624,FPO,AP,Armed Forces - Pacific
96626,FPO,AP,Armed Forces - Pacific
96627,FPO,AP,Armed Forces - Pacific
96628,FPO,AP,Armed Forces - Pacific
96629,FPO,AP,Armed Forces - Pacific
96630,FPO,AP,Armed Forces - Pacific
96631,FPO,AP,Armed Forces - Pacific
96632,FPO,AP,Armed Forces - Pacific
96633,FPO,AP,Armed Forces - Pacific
96634,FPO,AP,Armed Forces - Pacific
96635,FPO,AP,Armed Forces - Pacific
96636,FPO,AP,Armed Forces - Pacific
96637,FPO,AP,Armed Forces - Pacific
96639,FPO,AP,Armed Forces - Pacific
96641,FPO,AP,Armed Forces - Pacific
96642,FPO,AP,Armed Forces - Pacific
96643,FPO,AP,Armed Forces - Pacific
96644,FPO,AP,Armed Forces - Pacific
96646,FPO,AP,Armed Forces - Pacific
96647,FPO,AP,Armed Forces - Pacific
96648,FPO,AP,Armed Forces - Pacific
96649,FPO,AP,Armed Forces - Pacific
96650,FPO,AP,Armed Forces - Pacific
96651,FPO,AP,Armed Forces - Pacific
96654,FPO,AP,Armed Forces - Pacific
96656,FPO,AP,Armed Forces - Pacific
96657,FPO,AP,Armed Forces - Pacific
96660,FPO,AP,Armed Forces - Pacific
96661,FPO,AP,Armed Forces - Pacific
96662,FPO,AP,Armed Forces - Pacific
96663,FPO,AP,Armed Forces - Pacific
96664,FPO,AP,Armed Forces - Pacific
96665,FPO,AP,Armed Forces - Pacific
96666,FPO,AP,Armed Forces - Pacific
96667,FPO,AP,Armed Forces - Pacific
96669,FPO,AP,Armed Forces - Pacific
96670,FPO,AP,Armed Forces - Pacific
96671,FPO,AP,Armed Forces - Pacific
96672,FPO,AP,Armed Forces - Pacific
96673,FPO,AP,Armed Forces - Pacific
96674,FPO,AP,Armed Forces - Pacific
96675,FPO,AP,Armed Forces - Pacific
96677,FPO,AP,Armed Forces - Pacific
96678,FPO,AP,Armed Forces - Pacific
96679,FPO,AP,Armed Forces - Pacific
96680,FPO,AP,Armed Forces - Pacific
96682,FPO,AP,Armed Forces - Pacific
96683,FPO,AP,Armed Forces - Pacific
96685,FPO,AP,Armed Forces - Pacific
96688,FPO,AP,Armed Forces - Pacific
96697,FPO,AP,Armed Forces - Pacific
96698,FPO,AP,Armed Forces - Pacific
